ZIP_CODE,FirstDose,SecondDose,SingleDose,AtleastOneDose,FullyVaccinated
6416,7.0,5.0,,,
6417,1.0,1.0,,,
6447,5.0,2.0,,,
6450,7.0,1.0,1.0,8.0,2.0
6451,4.0,4.0,,,
6482,12.0,4.0,2.0,14.0,6.0
6483,7.0,5.0,,,
6484,20.0,14.0,1.0,21.0,15.0
6498,1.0,,,,
6514,15.0,11.0,,,
6515,11.0,6.0,,,
6516,31.0,19.0,1.0,32.0,20.0
6517,10.0,4.0,1.0,11.0,5.0
6614,12.0,11.0,,,
6615,11.0,5.0,1.0,12.0,6.0
6716,1.0,1.0,,,
6751,1.0,,,,
6783,2.0,1.0,,,
6784,1.0,,,,
6798,3.0,3.0,,,
6801,11.0,3.0,1.0,12.0,4.0
6850,16.0,10.0,1.0,17.0,11.0
6851,16.0,10.0,1.0,17.0,11.0
6883,16.0,11.0,3.0,19.0,14.0
6901,18.0,7.0,,,
6902,41.0,25.0,8.0,49.0,33.0
7001,2.0,2.0,,,
7002,24.0,8.0,4.0,28.0,12.0
7016,15.0,9.0,2.0,17.0,11.0
7017,24.0,14.0,1.0,25.0,15.0
7018,15.0,7.0,1.0,16.0,8.0
7019,1.0,1.0,,,
7032,18.0,14.0,,,
7033,2.0,2.0,,,
7034,6.0,2.0,,,
7035,3.0,,,,
4474,2.0,1.0,,,
4488,1.0,1.0,,,
4538,3.0,1.0,,,
4556,1.0,,,,
4565,1.0,1.0,,,
4572,1.0,,,,
4631,1.0,1.0,,,
4681,2.0,,,,
4756,1.0,,,,
4849,,,1.0,,
4856,1.0,1.0,,,
4915,2.0,1.0,,,
4924,1.0,,,,
5001,1.0,,,,
5056,1.0,1.0,,,
5065,1.0,,,,
5142,1.0,1.0,,,
5149,3.0,1.0,,,
5201,4.0,2.0,,,
5251,1.0,1.0,,,
5301,1.0,,,,
5401,11.0,5.0,1.0,12.0,6.0
5408,5.0,2.0,,,
5444,2.0,2.0,,,
5458,1.0,,,,
5465,1.0,1.0,,,
5474,3.0,,,,
5494,1.0,1.0,,,
5649,3.0,2.0,,,
5660,,,2.0,,
5674,1.0,1.0,,,
5701,2.0,1.0,,,
5733,1.0,,,,
5742,1.0,,,,
5751,3.0,3.0,,,
5753,6.0,3.0,2.0,8.0,5.0
5760,1.0,,,,
5769,1.0,1.0,,,
5819,3.0,2.0,,,
6001,27.0,14.0,2.0,29.0,16.0
6010,11.0,7.0,,,
6019,3.0,3.0,1.0,4.0,4.0
6035,4.0,3.0,,,
6037,,,1.0,,
6042,14.0,10.0,3.0,17.0,13.0
6051,6.0,5.0,2.0,8.0,7.0
6053,6.0,1.0,,,
6060,2.0,2.0,,,
6062,4.0,2.0,,,
6067,9.0,7.0,1.0,10.0,8.0
6076,2.0,,,,
6078,6.0,2.0,,,
6085,4.0,2.0,,,
6092,3.0,3.0,,,
6103,7.0,4.0,,,
6110,8.0,3.0,,,
6112,8.0,3.0,,,
6117,19.0,9.0,1.0,20.0,10.0
6119,17.0,6.0,1.0,18.0,7.0
6226,6.0,2.0,,,
6235,2.0,1.0,,,
6237,2.0,1.0,,,
6260,2.0,,,,
6262,1.0,1.0,,,
6269,4.0,4.0,,,
6278,1.0,1.0,,,
6335,2.0,1.0,1.0,3.0,2.0
6351,1.0,,,,
6360,10.0,5.0,1.0,11.0,6.0
6371,5.0,3.0,1.0,6.0,4.0
6378,4.0,4.0,3.0,7.0,7.0
6385,6.0,4.0,,,
6401,9.0,7.0,,,
6403,1.0,,,,
6405,13.0,10.0,,,
6410,9.0,7.0,,,
6419,5.0,2.0,,,
6426,2.0,1.0,,,
6437,23.0,9.0,4.0,27.0,13.0
6455,2.0,2.0,,,
6460,21.0,18.0,2.0,23.0,20.0
6469,1.0,,,,
6471,1.0,1.0,,,
6478,4.0,3.0,,,
6480,2.0,1.0,,,
6510,7.0,5.0,,,
6512,8.0,7.0,,,
6519,1.0,1.0,,,
6587,1.0,,,,
6605,8.0,5.0,,,
6610,13.0,8.0,,,
6612,16.0,11.0,1.0,17.0,12.0
6705,7.0,7.0,,,
6712,4.0,2.0,,,
6753,1.0,,,,
6762,5.0,2.0,,,
6794,3.0,,,,
6812,7.0,3.0,,,
6830,15.0,5.0,,,
6839,1.0,,,,
6853,4.0,2.0,,,
6855,1.0,,,,
6878,5.0,3.0,,,
6880,27.0,19.0,1.0,28.0,20.0
6896,14.0,7.0,1.0,15.0,8.0
6903,8.0,5.0,1.0,9.0,6.0
6905,29.0,20.0,,,
4257,1.0,1.0,,,
4280,2.0,1.0,,,
4282,1.0,1.0,,,
4287,1.0,1.0,,,
4330,6.0,5.0,3.0,9.0,8.0
4355,1.0,1.0,,,
4357,1.0,,1.0,2.0,
4416,2.0,,,,
4421,1.0,1.0,,,
4441,1.0,,1.0,2.0,
4457,,,1.0,,
4473,2.0,1.0,,,
4530,5.0,2.0,,,
4539,1.0,,,,
4605,2.0,2.0,,,
4616,1.0,1.0,,,
4630,,,1.0,,
4655,1.0,,,,
4730,2.0,1.0,,,
4841,1.0,1.0,,,
4950,2.0,2.0,,,
4973,,,1.0,,
5032,1.0,,,,
5048,2.0,,,,
5059,1.0,1.0,,,
5068,3.0,2.0,,,
5091,1.0,,1.0,2.0,
5143,1.0,,,,
5148,2.0,1.0,,,
5350,1.0,1.0,,,
5443,4.0,2.0,1.0,5.0,3.0
5452,12.0,7.0,1.0,13.0,8.0
5457,1.0,1.0,,,
5468,3.0,,,,
5482,3.0,1.0,1.0,4.0,2.0
5600,1.0,1.0,,,
5602,2.0,,,,
5650,1.0,,,,
5677,1.0,,,,
5734,,,1.0,,
5759,1.0,1.0,,,
5775,1.0,,,,
5859,1.0,1.0,,,
6002,17.0,10.0,,,
6011,1.0,,,,
6018,1.0,1.0,,,
6029,6.0,2.0,,,
6034,1.0,1.0,,,
6043,5.0,3.0,,,
6052,4.0,1.0,,,
6068,1.0,1.0,,,
6070,19.0,14.0,,,
6084,17.0,9.0,1.0,18.0,10.0
6093,1.0,,,,
6095,20.0,11.0,1.0,21.0,12.0
6109,10.0,4.0,1.0,11.0,5.0
6111,8.0,6.0,,,
6118,7.0,3.0,,,
6120,2.0,2.0,,,
6129,1.0,1.0,,,
6254,1.0,,,,
6268,9.0,5.0,,,
6279,3.0,2.0,2.0,5.0,4.0
6320,17.0,9.0,1.0,18.0,10.0
6354,,,1.0,,
6370,3.0,2.0,,,
6379,5.0,2.0,,,
6413,10.0,6.0,,,
6418,5.0,1.0,,,
6420,2.0,2.0,,,
6443,28.0,16.0,1.0,29.0,17.0
6461,4.0,1.0,,,
6468,13.0,8.0,1.0,14.0,9.0
6470,18.0,12.0,2.0,20.0,14.0
6477,8.0,3.0,1.0,9.0,4.0
6479,3.0,2.0,,,
6486,1.0,1.0,,,
6488,14.0,10.0,,,
6511,44.0,21.0,2.0,46.0,23.0
6513,3.0,1.0,,,
6518,12.0,9.0,,,
6520,1.0,1.0,,,
6604,10.0,1.0,,,
6611,20.0,12.0,2.0,22.0,14.0
6702,1.0,1.0,,,
6704,7.0,4.0,,,
6752,1.0,1.0,,,
6756,2.0,2.0,,,
6763,,,1.0,,
6770,3.0,1.0,1.0,4.0,2.0
6777,3.0,1.0,,,
6779,2.0,2.0,,,
6795,2.0,2.0,,,
6804,7.0,5.0,,,
6811,15.0,7.0,1.0,16.0,8.0
6820,28.0,19.0,1.0,29.0,20.0
6831,15.0,8.0,,,
6854,16.0,9.0,,,
6870,10.0,5.0,,,
6897,32.0,20.0,1.0,33.0,21.0
6906,3.0,2.0,,,
7004,9.0,1.0,1.0,10.0,2.0
7006,24.0,17.0,1.0,25.0,18.0
7011,6.0,4.0,,,
7013,6.0,4.0,,,
7020,17.0,5.0,,,
7022,9.0,3.0,1.0,10.0,4.0
4854,1.0,1.0,,,
4901,6.0,1.0,,,
4938,1.0,,,,
4952,1.0,1.0,,,
4953,1.0,1.0,,,
4970,1.0,,,,
4987,1.0,,,,
5038,1.0,1.0,,,
5055,4.0,3.0,,,
5072,1.0,,,,
5120,1.0,,,,
5154,1.0,1.0,,,
5236,1.0,1.0,,,
5255,1.0,,,,
5353,1.0,,,,
5403,9.0,6.0,,,
5404,3.0,1.0,,,
5405,4.0,2.0,,,
5488,3.0,1.0,1.0,4.0,2.0
5656,1.0,,,,
5672,2.0,,,,
5673,3.0,1.0,,,
5740,1.0,,,,
5773,1.0,1.0,,,
5821,1.0,1.0,,,
5822,1.0,,,,
5855,3.0,2.0,,,
5905,1.0,1.0,,,
6021,3.0,,,,
6039,6.0,4.0,,,
6040,9.0,3.0,1.0,10.0,4.0
6057,1.0,1.0,,,
6058,2.0,1.0,,,
6071,4.0,2.0,,,
6073,4.0,3.0,,,
6074,11.0,8.0,,,
6088,1.0,1.0,,,
6089,4.0,1.0,,,
6105,13.0,7.0,,,
6106,9.0,5.0,1.0,10.0,6.0
6107,21.0,14.0,4.0,25.0,18.0
6108,8.0,5.0,2.0,10.0,7.0
6156,1.0,1.0,,,
6238,2.0,2.0,1.0,3.0,3.0
6241,4.0,2.0,,,
6256,1.0,1.0,,,
6258,1.0,1.0,,,
6339,8.0,4.0,,,
6340,31.0,22.0,,,
6355,13.0,7.0,1.0,14.0,8.0
6357,5.0,4.0,,,
6372,2.0,,,,
6374,1.0,1.0,,,
6375,1.0,,,,
6423,2.0,2.0,,,
6424,3.0,3.0,,,
6441,1.0,1.0,,,
6442,3.0,2.0,,,
6457,20.0,9.0,1.0,21.0,10.0
6472,2.0,1.0,,,
6473,3.0,,,,
6475,3.0,2.0,,,
6489,12.0,8.0,1.0,13.0,9.0
6492,14.0,7.0,,,
6524,1.0,1.0,,,
6525,5.0,4.0,,,
6606,23.0,11.0,1.0,24.0,12.0
6607,6.0,3.0,1.0,7.0,4.0
6608,2.0,1.0,,,
6706,5.0,2.0,,,
6708,10.0,7.0,,,
6710,8.0,4.0,,,
6757,1.0,1.0,,,
6759,5.0,3.0,,,
6776,12.0,5.0,1.0,13.0,6.0
6790,3.0,2.0,,,
6791,1.0,,,,
6793,2.0,2.0,,,
6807,8.0,3.0,,,
6810,21.0,11.0,2.0,23.0,13.0
6824,51.0,36.0,2.0,53.0,38.0
6825,18.0,13.0,,,
6840,25.0,16.0,,,
6877,58.0,40.0,1.0,59.0,41.0
6890,6.0,2.0,,,
6907,7.0,6.0,,,
7008,14.0,9.0,1.0,15.0,10.0
7009,3.0,3.0,,,
7010,5.0,2.0,,,
7024,21.0,10.0,2.0,23.0,12.0
7026,8.0,4.0,,,
7027,3.0,2.0,,,
7041,12.0,7.0,,,
7042,36.0,22.0,1.0,37.0,23.0
7043,19.0,12.0,,,
7044,16.0,10.0,1.0,17.0,11.0
7057,1.0,,1.0,2.0,
7058,5.0,5.0,1.0,6.0,6.0
7059,33.0,16.0,1.0,34.0,17.0
7060,32.0,16.0,,,
7074,2.0,,,,
7075,3.0,1.0,,,
7076,37.0,25.0,2.0,39.0,27.0
7092,6.0,4.0,,,
7093,24.0,15.0,,,
7094,28.0,17.0,,,
7107,8.0,5.0,,,
7050,17.0,11.0,,,
7052,43.0,24.0,4.0,47.0,28.0
7066,5.0,1.0,,,
7067,16.0,11.0,,,
7068,8.0,4.0,,,
7069,5.0,3.0,1.0,6.0,4.0
7082,4.0,2.0,,,
7083,30.0,21.0,2.0,32.0,23.0
7086,9.0,2.0,,,
7101,1.0,1.0,,,
7102,3.0,3.0,,,
7201,10.0,7.0,2.0,12.0,9.0
7202,12.0,4.0,1.0,13.0,5.0
7203,15.0,10.0,,,
7302,61.0,29.0,6.0,67.0,35.0
7303,4.0,1.0,,,
7401,6.0,2.0,,,
7403,3.0,2.0,,,
7417,12.0,11.0,2.0,14.0,13.0
7418,1.0,1.0,,,
7419,7.0,3.0,,,
7420,1.0,1.0,1.0,2.0,2.0
7435,2.0,2.0,,,
7436,13.0,8.0,2.0,15.0,10.0
7450,42.0,27.0,4.0,46.0,31.0
7452,17.0,7.0,,,
7470,34.0,19.0,,,
7501,7.0,5.0,,,
7502,4.0,1.0,,,
7503,4.0,2.0,,,
7601,40.0,22.0,1.0,41.0,23.0
7602,1.0,,,,
7603,3.0,1.0,,,
7604,12.0,5.0,,,
7620,3.0,1.0,,,
7652,21.0,16.0,,,
7670,20.0,11.0,,,
7701,21.0,15.0,1.0,22.0,16.0
7702,9.0,7.0,2.0,11.0,9.0
7703,4.0,3.0,,,
7704,17.0,12.0,,,
7717,3.0,2.0,,,
7718,2.0,2.0,,,
7719,13.0,11.0,,,
7720,4.0,2.0,,,
7721,1.0,1.0,,,
7734,4.0,3.0,,,
7735,11.0,6.0,,,
7737,3.0,2.0,,,
7751,32.0,22.0,1.0,33.0,23.0
7753,27.0,19.0,4.0,31.0,23.0
7801,9.0,5.0,,,
7803,2.0,1.0,,,
7821,12.0,10.0,1.0,13.0,11.0
7834,17.0,10.0,,,
7836,11.0,8.0,,,
7838,4.0,4.0,,,
7852,3.0,3.0,,,
7853,11.0,7.0,,,
7869,43.0,27.0,3.0,46.0,30.0
7870,1.0,1.0,,,
7871,25.0,14.0,1.0,26.0,15.0
7885,4.0,3.0,,,
7901,47.0,34.0,4.0,51.0,38.0
7902,2.0,,,,
7920,49.0,31.0,6.0,55.0,37.0
7921,18.0,13.0,,,
7936,11.0,8.0,1.0,12.0,9.0
8002,21.0,11.0,,,
8003,42.0,23.0,5.0,47.0,28.0
8004,3.0,2.0,,,
8005,11.0,6.0,,,
8020,1.0,1.0,,,
8021,30.0,20.0,3.0,33.0,23.0
8035,9.0,6.0,,,
8036,2.0,2.0,1.0,3.0,3.0
8037,8.0,3.0,,,
8052,16.0,9.0,,,
8053,57.0,39.0,5.0,62.0,44.0
8054,70.0,40.0,2.0,72.0,42.0
8055,45.0,24.0,3.0,48.0,27.0
8068,4.0,1.0,,,
8069,17.0,17.0,,,
8070,25.0,16.0,4.0,29.0,20.0
8071,6.0,3.0,1.0,7.0,4.0
8085,32.0,27.0,1.0,33.0,28.0
8086,5.0,2.0,,,
8087,7.0,3.0,1.0,8.0,4.0
8088,22.0,11.0,,,
8102,5.0,2.0,,,
8103,4.0,3.0,,,
8104,5.0,5.0,1.0,6.0,6.0
8105,5.0,3.0,1.0,6.0,4.0
8119,1.0,,,,
8202,4.0,4.0,,,
8203,11.0,8.0,1.0,12.0,9.0
8204,30.0,20.0,1.0,31.0,21.0
8205,28.0,18.0,2.0,30.0,20.0
8221,13.0,11.0,,,
8270,11.0,7.0,,,
8302,17.0,11.0,,,
8319,1.0,1.0,3.0,4.0,4.0
8322,5.0,4.0,2.0,7.0,6.0
8403,2.0,1.0,,,
8404,,,1.0,,
8406,10.0,6.0,,,
8505,17.0,12.0,,,
6980,1.0,1.0,,,
7003,32.0,21.0,3.0,35.0,24.0
7005,10.0,5.0,1.0,11.0,6.0
7012,10.0,3.0,1.0,11.0,4.0
7014,3.0,2.0,,,
7021,3.0,,,,
7023,10.0,8.0,,,
7028,13.0,9.0,,,
7030,75.0,41.0,1.0,76.0,42.0
7039,38.0,21.0,3.0,41.0,24.0
7046,9.0,7.0,1.0,10.0,8.0
7055,18.0,5.0,,,
7062,5.0,2.0,1.0,6.0,3.0
7071,8.0,4.0,,,
7073,2.0,,,,
7078,21.0,11.0,1.0,22.0,12.0
7080,17.0,13.0,4.0,21.0,17.0
7087,20.0,12.0,1.0,21.0,13.0
7096,2.0,2.0,,,
7103,14.0,8.0,1.0,15.0,9.0
7105,9.0,8.0,,,
7112,13.0,6.0,1.0,14.0,7.0
7114,7.0,1.0,,,
7205,9.0,5.0,,,
7305,25.0,15.0,3.0,28.0,18.0
7307,16.0,10.0,,,
7405,20.0,11.0,2.0,22.0,13.0
7407,7.0,3.0,,,
7416,1.0,,,,
7421,1.0,1.0,,,
7423,3.0,2.0,,,
7430,28.0,14.0,,,
7432,4.0,3.0,,,
7446,16.0,14.0,,,
7457,2.0,,1.0,3.0,
7480,12.0,8.0,2.0,14.0,10.0
7514,6.0,2.0,1.0,7.0,3.0
7605,6.0,4.0,,,
7607,8.0,4.0,,,
7621,14.0,7.0,1.0,15.0,8.0
7630,6.0,5.0,,,
7632,3.0,1.0,19.0,22.0,20.0
7641,6.0,5.0,,,
7646,10.0,3.0,,,
7648,6.0,3.0,,,
7650,10.0,4.0,,,
7657,5.0,3.0,,,
7666,55.0,28.0,,,
7675,22.0,15.0,2.0,24.0,17.0
7716,5.0,4.0,1.0,6.0,5.0
7730,10.0,7.0,,,
7732,7.0,4.0,,,
7739,10.0,9.0,,,
7748,12.0,10.0,,,
7750,3.0,2.0,,,
7755,3.0,1.0,,,
7757,8.0,6.0,,,
7764,7.0,3.0,,,
7823,6.0,3.0,,,
7825,7.0,7.0,,,
7830,5.0,4.0,,,
7848,1.0,1.0,,,
7850,2.0,1.0,,,
7857,2.0,1.0,,,
7866,11.0,9.0,1.0,12.0,10.0
7882,1.0,,,,
7932,14.0,12.0,,,
7934,2.0,1.0,,,
7950,18.0,8.0,1.0,19.0,9.0
8007,6.0,,,,
8009,12.0,7.0,,,
8016,30.0,20.0,1.0,31.0,21.0
8034,16.0,6.0,3.0,19.0,9.0
8048,20.0,13.0,2.0,22.0,15.0
8050,16.0,10.0,1.0,17.0,11.0
8057,43.0,28.0,1.0,44.0,29.0
8059,5.0,4.0,,,
8066,5.0,4.0,,,
8075,23.0,19.0,1.0,24.0,20.0
8084,6.0,6.0,,,
8089,5.0,4.0,1.0,6.0,5.0
8091,2.0,2.0,,,
8093,5.0,4.0,,,
8098,16.0,12.0,1.0,17.0,13.0
8107,15.0,10.0,,,
8109,17.0,13.0,,,
8223,8.0,5.0,,,
8225,5.0,4.0,1.0,6.0,5.0
8232,10.0,4.0,1.0,11.0,5.0
8234,43.0,23.0,2.0,45.0,25.0
8241,1.0,,,,
8243,5.0,5.0,,,
8318,5.0,3.0,,,
8332,12.0,7.0,2.0,14.0,9.0
8341,1.0,,,,
8382,,,,,
8402,8.0,5.0,,,
8502,16.0,9.0,2.0,18.0,11.0
8518,1.0,,,,
8525,5.0,4.0,1.0,6.0,5.0
8527,27.0,19.0,3.0,30.0,22.0
8534,17.0,8.0,3.0,20.0,11.0
8543,1.0,,,,
8550,41.0,29.0,1.0,42.0,30.0
8559,8.0,5.0,,,
8609,7.0,4.0,,,
8611,11.0,7.0,1.0,12.0,8.0
7029,16.0,5.0,,,
7031,7.0,4.0,,,
7036,26.0,17.0,,,
7040,28.0,11.0,1.0,29.0,12.0
7045,12.0,8.0,,,
7047,23.0,11.0,1.0,24.0,12.0
7054,25.0,15.0,1.0,26.0,16.0
7063,8.0,4.0,3.0,11.0,7.0
7065,21.0,13.0,2.0,23.0,15.0
7070,17.0,6.0,1.0,18.0,7.0
7072,1.0,,,,
7079,22.0,13.0,,,
7081,18.0,15.0,,,
7088,2.0,2.0,,,
7090,48.0,33.0,,,
7095,9.0,4.0,,,
7097,1.0,,,,
7104,24.0,15.0,,,
7106,17.0,9.0,1.0,18.0,10.0
7204,6.0,2.0,,,
7206,7.0,3.0,,,
7304,33.0,20.0,1.0,34.0,21.0
7306,54.0,29.0,2.0,56.0,31.0
7422,5.0,2.0,,,
7424,7.0,2.0,1.0,8.0,3.0
7438,2.0,1.0,1.0,3.0,2.0
7440,2.0,1.0,,,
7456,3.0,3.0,1.0,4.0,4.0
7463,5.0,3.0,,,
7481,13.0,9.0,,,
7504,5.0,4.0,,,
7506,6.0,2.0,,,
7508,9.0,3.0,,,
7513,2.0,,,,
7522,6.0,3.0,,,
7524,3.0,3.0,1.0,4.0,4.0
7608,1.0,1.0,,,
7624,8.0,2.0,1.0,9.0,3.0
7631,39.0,15.0,1.0,40.0,16.0
7640,8.0,4.0,,,
7649,13.0,10.0,1.0,14.0,11.0
7656,7.0,5.0,,,
7663,7.0,5.0,,,
7722,7.0,6.0,1.0,8.0,7.0
7724,20.0,15.0,1.0,21.0,16.0
7731,25.0,18.0,2.0,27.0,20.0
7733,17.0,12.0,3.0,20.0,15.0
7738,8.0,5.0,,,
7740,16.0,9.0,3.0,19.0,12.0
7747,45.0,29.0,3.0,48.0,32.0
7756,4.0,4.0,1.0,5.0,5.0
7758,1.0,1.0,,,
7806,1.0,,,,
7840,15.0,11.0,,,
7847,1.0,1.0,,,
7849,6.0,5.0,,,
7856,7.0,3.0,,,
7865,2.0,1.0,,,
7874,2.0,,,,
7922,13.0,7.0,2.0,15.0,9.0
7924,14.0,10.0,,,
7931,7.0,5.0,,,
7940,20.0,12.0,,,
7974,16.0,10.0,1.0,17.0,11.0
7976,2.0,1.0,,,
7981,11.0,5.0,1.0,12.0,6.0
8001,1.0,,,,
8006,2.0,2.0,,,
8008,13.0,9.0,,,
8015,13.0,4.0,3.0,16.0,7.0
8022,8.0,5.0,3.0,11.0,8.0
8031,7.0,5.0,,,
8033,33.0,24.0,1.0,34.0,25.0
8042,1.0,,,,
8051,11.0,8.0,2.0,13.0,10.0
8056,3.0,,1.0,4.0,
8065,6.0,6.0,1.0,7.0,7.0
8067,3.0,1.0,,,
8081,58.0,30.0,3.0,61.0,33.0
8083,6.0,5.0,,,
8090,7.0,5.0,,,
8092,4.0,3.0,,,
8106,3.0,2.0,,,
8108,15.0,10.0,2.0,17.0,12.0
8201,4.0,1.0,1.0,5.0,2.0
8215,11.0,7.0,,,
8224,1.0,,,,
8226,19.0,12.0,,,
8242,1.0,,,,
8251,6.0,2.0,,,
8260,10.0,7.0,,,
8310,1.0,1.0,,,
8324,1.0,1.0,,,
8360,13.0,10.0,2.0,15.0,12.0
8401,18.0,12.0,3.0,21.0,15.0
8501,6.0,3.0,,,
8510,7.0,4.0,,,
8533,6.0,5.0,,,
8535,12.0,4.0,,,
8542,10.0,6.0,1.0,11.0,7.0
8544,6.0,3.0,,,
8551,9.0,7.0,,,
8558,14.0,8.0,1.0,15.0,9.0
8560,6.0,2.0,,,
8608,1.0,,,,
8610,15.0,12.0,3.0,18.0,15.0
8619,17.0,10.0,2.0,19.0,12.0
8701,46.0,27.0,4.0,50.0,31.0
8724,11.0,10.0,1.0,12.0,11.0
8735,4.0,4.0,,,
8742,18.0,11.0,1.0,19.0,12.0
8751,4.0,2.0,,,
8753,28.0,16.0,1.0,29.0,17.0
8758,4.0,1.0,2.0,6.0,3.0
8801,8.0,5.0,,,
8810,11.0,8.0,,,
8817,42.0,19.0,3.0,45.0,22.0
8826,5.0,3.0,,,
8833,9.0,5.0,2.0,11.0,7.0
8835,2.0,,,,
8844,62.0,37.0,6.0,68.0,43.0
8853,8.0,4.0,,,
8867,7.0,3.0,2.0,9.0,5.0
8869,2.0,1.0,2.0,4.0,3.0
8876,11.0,6.0,1.0,12.0,7.0
8901,25.0,9.0,,,
9012,4.0,2.0,,,
9210,1.0,1.0,,,
9469,3.0,2.0,,,
9846,1.0,1.0,,,
10003,84.0,43.0,4.0,88.0,47.0
10005,14.0,6.0,1.0,15.0,7.0
10012,43.0,25.0,3.0,46.0,28.0
10014,44.0,16.0,4.0,48.0,20.0
10021,59.0,30.0,2.0,61.0,32.0
10023,87.0,45.0,9.0,96.0,54.0
10028,56.0,29.0,1.0,57.0,30.0
10030,24.0,14.0,2.0,26.0,16.0
10037,20.0,11.0,,,
10039,25.0,13.0,1.0,26.0,14.0
10128,81.0,46.0,2.0,83.0,48.0
10280,8.0,7.0,,,
10282,5.0,2.0,,,
10305,25.0,17.0,,,
10307,5.0,4.0,1.0,6.0,5.0
10312,8.0,6.0,,,
10314,30.0,17.0,1.0,31.0,18.0
10321,1.0,1.0,,,
10346,1.0,,,,
10455,10.0,4.0,,,
10457,19.0,14.0,1.0,20.0,15.0
10464,2.0,2.0,1.0,3.0,3.0
10466,36.0,27.0,2.0,38.0,29.0
10471,19.0,11.0,,,
10473,15.0,12.0,,,
10505,2.0,1.0,,,
10507,5.0,3.0,,,
10514,23.0,7.0,,,
10516,2.0,1.0,2.0,4.0,3.0
10523,10.0,5.0,,,
10530,9.0,4.0,,,
10532,2.0,1.0,,,
10541,7.0,5.0,1.0,8.0,6.0
10546,2.0,2.0,,,
10548,5.0,4.0,,,
10566,13.0,8.0,1.0,14.0,9.0
10573,24.0,18.0,1.0,25.0,19.0
10580,15.0,9.0,1.0,16.0,10.0
10589,3.0,3.0,1.0,4.0,4.0
10591,16.0,8.0,,,
10598,26.0,18.0,2.0,28.0,20.0
10605,24.0,15.0,1.0,25.0,16.0
10607,9.0,4.0,,,
10705,8.0,8.0,1.0,9.0,9.0
10707,11.0,6.0,1.0,12.0,7.0
10716,1.0,1.0,,,
10805,8.0,5.0,,,
10814,1.0,1.0,,,
10916,1.0,1.0,,,
10923,4.0,1.0,,,
10925,2.0,,,,
10930,2.0,2.0,1.0,3.0,3.0
10941,4.0,2.0,1.0,5.0,3.0
10950,10.0,3.0,,,
10964,2.0,2.0,,,
10973,1.0,1.0,,,
10975,1.0,1.0,,,
10984,,,1.0,,
10989,4.0,2.0,,,
10998,4.0,3.0,1.0,5.0,4.0
11023,10.0,9.0,1.0,11.0,10.0
11050,38.0,31.0,,,
11109,9.0,3.0,,,
11207,54.0,28.0,1.0,55.0,29.0
11209,29.0,17.0,3.0,32.0,20.0
11216,58.0,32.0,5.0,63.0,37.0
11218,46.0,31.0,1.0,47.0,32.0
11223,15.0,7.0,2.0,17.0,9.0
11225,56.0,33.0,1.0,57.0,34.0
11232,31.0,25.0,,,
11234,45.0,25.0,,,
11241,1.0,,,,
11243,2.0,1.0,,,
11357,20.0,16.0,1.0,21.0,17.0
11366,8.0,6.0,,,
11368,33.0,18.0,1.0,34.0,19.0
11373,86.0,56.0,3.0,89.0,59.0
11375,63.0,37.0,,,
11377,56.0,36.0,5.0,61.0,41.0
11416,16.0,11.0,,,
11418,11.0,8.0,,,
11423,14.0,9.0,,,
11427,16.0,5.0,1.0,17.0,6.0
11432,43.0,26.0,,,
7108,11.0,4.0,1.0,12.0,5.0
7109,13.0,7.0,1.0,14.0,8.0
7110,21.0,15.0,,,
7111,27.0,16.0,2.0,29.0,18.0
7208,15.0,9.0,3.0,18.0,12.0
7310,19.0,7.0,1.0,20.0,8.0
7311,3.0,1.0,,,
7410,29.0,19.0,,,
7428,,,1.0,,
7442,7.0,3.0,,,
7444,6.0,5.0,1.0,7.0,6.0
7458,22.0,9.0,,,
7460,4.0,3.0,,,
7461,3.0,2.0,1.0,4.0,3.0
7462,2.0,1.0,,,
7512,1.0,,,,
7543,,,1.0,,
7626,8.0,6.0,,,
7627,6.0,5.0,,,
7628,4.0,2.0,,,
7642,9.0,8.0,,,
7643,10.0,5.0,,,
7644,17.0,8.0,1.0,18.0,9.0
7645,13.0,7.0,,,
7660,8.0,4.0,,,
7661,14.0,10.0,,,
7676,3.0,3.0,,,
7677,8.0,3.0,,,
7711,1.0,1.0,2.0,3.0,3.0
7712,21.0,18.0,,,
7726,36.0,22.0,3.0,39.0,25.0
7727,3.0,,,,
7728,46.0,26.0,2.0,48.0,28.0
7746,24.0,20.0,1.0,25.0,21.0
7759,1.0,,,,
7760,10.0,7.0,3.0,13.0,10.0
7762,8.0,7.0,1.0,9.0,8.0
7826,3.0,2.0,,,
7828,17.0,10.0,2.0,19.0,12.0
7843,2.0,2.0,1.0,3.0,3.0
7844,1.0,1.0,,,
7860,10.0,5.0,1.0,11.0,6.0
7876,8.0,4.0,1.0,9.0,5.0
7926,2.0,2.0,,,
7927,4.0,3.0,,,
7928,32.0,25.0,1.0,33.0,26.0
7930,16.0,7.0,2.0,18.0,9.0
7945,11.0,6.0,,,
7946,7.0,5.0,,,
7960,55.0,35.0,8.0,63.0,43.0
7980,6.0,5.0,,,
8010,10.0,6.0,,,
8012,26.0,12.0,2.0,28.0,14.0
8027,5.0,2.0,,,
8028,10.0,4.0,,,
8029,2.0,2.0,,,
8030,5.0,2.0,,,
8043,56.0,30.0,4.0,60.0,34.0
